"host_response_time","host_response_rate","host_is_superhost","host_listings_count","host_total_listings_count","neighbourhood_cleansed","neighbourhood_group_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","reviews_per_month","count_summary","count_description","count_space","count_neighborhood","count_notes","count_transit","count_host","count_amenities","count_total"
"within an hour",100,"t",2,2,"Broadway","Capitol Hill",47.62091213,-122.3149194,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",100,0,0,1,0,2,21,47,74,74,10,100,10,10,10,10,10,10,"t","moderate","f","f",2,7.32,48,180,184,164,108,129,58,17,871
"within a few hours",100,"t",2,2,"Broadway","Capitol Hill",47.63070461,-122.3211983,"House","Private room",2,1,1,1,"Real Bed",95,0,20,1,10,2,10,10,10,29,109,99,10,10,10,10,10,10,"f","moderate","t","f",2,3.33,41,160,161,37,48,97,266,21,810
"within an hour",100,"t",2,2,"Broadway","Capitol Hill",47.62174048,-122.3178395,"Townhouse","Entire home/apt",5,2.5,2,2,"Real Bed",225,0,100,4,25,2,18,28,28,28,13,98,10,10,10,10,10,9,"f","strict","f","f",2,3.94,42,173,15,23,128,33,74,17,488
"within an hour",100,"t",1,1,"Broadway","Capitol Hill",47.61894378,-122.3265732,"Apartment","Private room",1,1,1,1,"Real Bed",75,200,0,1,0,4,30,60,90,365,47,97,10,10,10,10,10,10,"f","flexible","f","f",1,1.65,50,175,24,56,0,45,178,17,528
"within a few hours",100,"t",1,1,"Broadway","Capitol Hill",47.61763886,-122.3146719,"House","Entire home/apt",8,2.5,2,3,"Real Bed",350,0,100,2,50,2,21,51,81,344,30,99,10,10,10,10,10,10,"f","strict","f","f",1,1.83,49,194,193,60,47,72,53,20,668
"within an hour",100,"t",3,3,"Broadway","Capitol Hill",47.62702326,-122.3234644,"House","Private room",2,2,1,1,"Real Bed",95,0,20,2,20,1,14,44,73,73,46,97,10,10,10,10,10,10,"t","moderate","f","f",2,5.54,37,163,85,71,12,64,72,10,504
"N/A",94.8888888888889,"t",1,1,"Broadway","Capitol Hill",47.62304603,-122.3204654,"Apartment","Entire home/apt",6,2,2,2,"Real Bed",209,150,65,2,25,2,0,0,0,30,29,97,10,9,10,10,10,9,"t","strict","f","f",1,1.48,36,163,45,62,1,63,18,13,388
"within an hour",100,"t",13,13,"Broadway","Capitol Hill",47.62359341,-122.3168265,"Apartment","Entire home/apt",6,1,2,4,"Real Bed",198,0,120,1,0,3,28,58,87,87,5,96,10,10,10,10,9,10,"t","strict","f","f",1,0.9,25,25,0,0,0,0,13,13,63
"within an hour",100,"t",4,4,"Broadway","Capitol Hill",47.62040251,-122.3193091,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",99,0,0,1,0,1,18,18,18,61,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","strict","f","f",1,0,12,12,0,0,0,0,31,12,55
"within an hour",100,"t",13,13,"Broadway","Capitol Hill",47.62336216,-122.3166778,"Apartment","Entire home/apt",7,2,2,4,"Real Bed",240,0,120,1,0,3,11,33,62,62,11,100,10,10,10,10,9,10,"t","strict","f","f",1,0.26,0,179,179,0,0,0,13,13,371
"within an hour",100,"t",4,4,"Broadway","Capitol Hill",47.6186086,-122.3196966,"Cabin","Entire home/apt",2,1,1,2,"Real Bed",99,0,0,2,20,1,13,13,13,84,15,99,10,10,10,10,10,10,"f","strict","f","f",1,1.89,43,191,12,52,43,10,31,13,382
"within an hour",100,"t",1,1,"Broadway","Capitol Hill",47.61562301,-122.3152148,"Apartment","Private room",2,1,1,1,"Real Bed",75,0,7,2,15,1,26,56,86,356,72,98,10,10,10,10,10,9,"f","moderate","f","f",1,3.88,35,185,77,86,0,61,52,12,496
"within a few hours",100,"t",1,1,"Broadway","Capitol Hill",47.62083205,-122.3228061,"Apartment","Entire home/apt",2,1,1,1,"Futon",99,0,35,1,0,1,8,23,32,300,87,94,10,10,10,10,10,9,"f","moderate","f","f",1,3.27,35,172,174,41,0,51,52,10,525
"within an hour",100,"t",1,1,"Broadway","Capitol Hill",47.61530315,-122.3277021,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",199,200,71,2,50,1,22,52,82,108,32,96,10,9,10,10,10,9,"f","strict","f","f",1,1.8,44,176,175,102,20,70,173,11,760
"within an hour",100,"t",13,13,"Broadway","Capitol Hill",47.62938384,-122.3217492,"Apartment","Entire home/apt",6,1,2,4,"Real Bed",239,0,120,1,0,3,26,49,79,337,15,97,10,10,10,10,10,9,"t","strict","f","f",1,3.06,41,164,88,37,37,29,13,12,409
"within an hour",100,"t",48,48,"Broadway","Capitol Hill",47.61822311,-122.3231918,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",169,300,50,2,15,14,30,60,90,179,44,94,10,10,10,10,10,9,"f","strict","t","t",3,2.72,18,69,0,51,0,0,14,15,152
"within an hour",100,"t",3,3,"Broadway","Capitol Hill",47.62511855,-122.3229593,"House","Entire home/apt",6,2,2,3,"Real Bed",420,150,150,4,15,2,0,0,0,202,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","strict","f","f",2,0,39,166,64,67,30,61,72,14,499
"within an hour",100,"t",2,2,"Broadway","Capitol Hill",47.61651969,-122.3145964,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",129,0,0,2,0,1,3,10,10,10,12,100,10,10,10,10,10,10,"f","moderate","f","f",2,3.4,39,164,170,154,10,102,76,14,715
"within an hour",100,"t",2,2,"Broadway","Capitol Hill",47.62098898,-122.3165561,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",100,0,0,1,0,2,20,47,72,72,50,94,10,10,10,10,10,9,"t","moderate","f","f",2,8.38,49,179,187,164,108,129,58,18,874
"within an hour",100,"t",3,3,"Broadway","Capitol Hill",47.61836948,-122.3147407,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",110,0,25,1,0,2,30,60,90,361,2,100,9,10,10,10,10,9,"f","flexible","f","f",3,2,47,180,33,66,0,170,25,11,521
"within a few hours",100,"t",2,2,"Broadway","Capitol Hill",47.61929785,-122.3158458,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",120,200,25,2,25,3,0,0,0,0,24,96,10,10,10,10,10,9,"f","moderate","f","f",2,0.89,50,174,66,170,24,51,32,4,567
"within an hour",100,"t",1,1,"Broadway","Capitol Hill",47.61436709,-122.3141281,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",126,200,40,1,0,1,30,60,89,89,29,98,10,10,10,10,10,10,"t","strict","f","f",1,5.12,37,179,30,55,58,41,80,11,480
"within a day",100,"t",1,1,"Broadway","Capitol Hill",47.61995332,-122.3164878,"House","Entire home/apt",2,1,1,1,"Real Bed",100,0,25,1,0,1,0,0,0,2,10,94,10,9,9,9,10,9,"f","moderate","f","f",1,0.99,43,171,50,44,0,40,0,12,348
"within an hour",100,"t",2,2,"Broadway","Capitol Hill",47.62296852,-122.318915,"House","Private room",2,1,1,1,"Futon",139,0,35,1,0,1,9,26,29,31,24,100,10,10,10,10,10,10,"f","strict","f","f",2,3.2,42,140,0,24,30,12,74,15,322
"within a few hours",86,"t",5,5,"Broadway","Capitol Hill",47.62026524,-122.3245313,"Apartment","Entire home/apt",8,2,2,3,"Real Bed",300,800,150,3,25,2,0,0,0,0,2,100,10,10,10,10,10,10,"f","strict","f","f",1,0.29,42,178,180,32,185,123,81,13,821
"within an hour",100,"t",3,3,"Broadway","Capitol Hill",47.61915164,-122.3128764,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",98,0,25,1,0,2,30,60,90,365,2,100,10,10,10,10,10,10,"f","moderate","f","f",3,2,41,178,30,49,0,181,25,12,504
"within an hour",100,"t",2,2,"Broadway","Capitol Hill",47.61898785,-122.3157067,"Apartment","Entire home/apt",3,1,1,2,"Real Bed",144,100,0,2,20,1,9,39,69,69,45,98,10,10,10,10,10,9,"f","moderate","f","f",2,6.96,77,161,174,154,10,102,76,18,754
"within an hour",100,"t",1,1,"Loyal Heights","Ballard",47.67656867,-122.3904258,"House","Private room",3,1.5,1,3,"Real Bed",119,0,20,2,20,1,30,60,90,365,33,96,10,9,10,10,10,9,"t","flexible","f","f",1,4.52,41,181,20,17,123,14,54,14,450
"within a few hours",100,"t",2,2,"Loyal Heights","Ballard",47.68230928,-122.3787497,"House","Private room",3,1,1,1,"Real Bed",90,150,0,2,15,1,30,56,84,173,115,95,10,10,10,10,10,10,"f","moderate","f","t",2,2.66,20,165,175,168,123,138,257,19,1046
"within a day",100,"t",1,1,"Loyal Heights","Ballard",47.68668747,-122.3914008,"House","Entire home/apt",5,1,3,4,"Real Bed",220,500,125,5,25,5,0,0,0,215,12,98,10,10,10,10,10,10,"f","strict","f","f",1,1.9,39,191,150,105,50,58,0,21,593
"within a few hours",100,"t",2,2,"Loyal Heights","Ballard",47.68211267,-122.378638,"House","Entire home/apt",7,1,2,3,"Real Bed",105,150,25,2,15,1,30,56,84,173,89,95,9,10,10,10,9,10,"f","moderate","f","t",2,4.54,41,170,174,165,123,137,257,18,1067
"within a few hours",100,"t",1,1,"Loyal Heights","Ballard",47.68309624,-122.3848875,"House","Private room",2,1,1,1,"Real Bed",60,0,15,1,0,1,0,17,47,313,17,98,10,10,10,10,10,10,"f","flexible","f","f",1,1.06,49,188,44,59,0,59,75,16,474
"within an hour",100,"t",1,1,"Loyal Heights","Ballard",47.68507273,-122.3926186,"House","Entire home/apt",4,1,1,2,"Real Bed",130,200,65,1,0,1,29,55,85,354,32,98,10,10,10,10,9,10,"f","moderate","f","f",1,3.12,32,164,173,75,0,8,73,14,525
"within an hour",100,"t",2,2,"Loyal Heights","Ballard",47.67639621,-122.3896959,"House","Entire home/apt",8,1,4,4,"Real Bed",265,100,90,5,0,3,30,60,90,365,23,98,10,10,10,10,10,10,"t","strict","f","f",1,1.06,46,182,177,177,0,101,93,17,776
"within an hour",100,"t",1,1,"Loyal Heights","Ballard",47.68115962,-122.3849032,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",105,0,0,1,0,1,28,57,87,174,72,99,10,10,10,10,10,10,"t","flexible","f","f",1,6.33,39,84,15,0,0,7,48,9,193
"within an hour",100,"t",1,1,"Loyal Heights","Ballard",47.68088096,-122.3822254,"House","Entire home/apt",2,1,1,1,"Real Bed",99,0,30,2,30,2,20,50,80,355,55,97,9,10,10,10,10,9,"f","strict","f","f",1,3.13,51,168,167,76,14,20,201,16,697
"N/A",94.8888888888889,"t",1,1,"Victory Heights","Lake City",47.71246827,-122.3070587,"House","Entire home/apt",3,1,0,1,"Real Bed",106,0,0,1,0,2,20,50,67,67,19,97,10,10,10,10,10,10,"f","moderate","f","f",1,1.48,42,168,11,40,153,29,9,11,452
"within a few hours",90,"t",1,1,"Victory Heights","Lake City",47.7076382,-122.3107449,"Apartment","Entire home/apt",3,1,1,3,"Real Bed",119,0,50,2,20,2,25,46,69,344,9,96,10,10,10,10,10,10,"f","moderate","f","f",1,2.16,36,166,135,60,30,94,118,20,639
"within an hour",100,"t",1,1,"Victory Heights","Lake City",47.70197726,-122.305067,"House","Entire home/apt",2,1,1,1,"Real Bed",68,0,75,2,30,2,16,46,76,343,16,100,10,10,10,10,10,10,"f","moderate","f","f",1,2.53,46,188,48,0,64,39,0,18,385
"within a few hours",100,"t",1,1,"Matthews Beach","Lake City",47.70638974,-122.2807456,"House","Private room",2,1,1,1,"Real Bed",51,0,0,1,10,3,24,54,84,359,106,98,10,10,10,10,9,10,"f","moderate","t","t",1,2.05,44,175,161,38,59,38,142,15,657
"within an hour",100,"t",1,1,"Matthews Beach","Lake City",47.70109135,-122.2753063,"House","Entire home/apt",10,2.5,3,4,"Real Bed",252,300,149,2,29,1,14,43,71,338,32,99,10,10,10,10,10,10,"f","strict","f","f",1,4.4,58,164,48,30,14,41,38,17,393
"within an hour",100,"t",1,1,"Whittier Heights","Ballard",47.68402967,-122.3740862,"House","Private room",2,1,1,1,"Real Bed",71,100,0,2,0,1,18,44,71,311,175,99,10,10,10,10,10,10,"f","moderate","f","f",1,10.61,41,187,187,177,85,184,273,11,1134
"within an hour",100,"t",2,2,"Whittier Heights","Ballard",47.67959073,-122.3700101,"House","Entire home/apt",2,1,1,1,"Real Bed",140,500,100,1,0,3,22,52,82,355,19,98,10,10,10,10,10,10,"t","strict","f","f",2,1.1,36,192,81,166,43,45,98,9,661
"within a few hours",100,"t",1,1,"Whittier Heights","Ballard",47.6807345,-122.3718384,"House","Entire home/apt",3,1,2,2,"Real Bed",105,0,50,3,75,2,26,56,86,361,24,92,10,10,10,10,10,10,"f","moderate","f","f",1,3.12,38,38,0,0,0,0,0,11,76
"within an hour",100,"t",1,1,"Whittier Heights","Ballard",47.68854019,-122.3668116,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",90,500,30,1,0,1,0,0,0,216,39,95,9,10,10,10,10,10,"t","moderate","f","f",1,5.49,51,184,88,25,15,15,124,15,502
"within a day",100,"t",1,1,"Whittier Heights","Ballard",47.68648953,-122.3684619,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",135,800,125,1,15,3,20,50,80,355,18,98,10,10,10,10,10,9,"f","strict","t","t",1,0.38,0,162,162,23,0,23,16,16,386
"within an hour",100,"t",2,2,"Whittier Heights","Ballard",47.67720865,-122.3696957,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",115,250,75,2,15,2,24,54,84,357,119,98,10,10,10,10,10,10,"t","strict","f","f",2,4.04,42,164,173,166,11,43,98,10,697
"within a few hours",90,"t",1,1,"Whittier Heights","Ballard",47.6880061,-122.3695598,"House","Private room",2,1,1,1,"Real Bed",118,0,40,1,0,2,0,0,13,13,30,99,10,10,10,10,10,10,"f","moderate","f","f",1,4.37,41,173,52,109,0,71,99,15,545
"N/A",94.8888888888889,"t",1,1,"Whittier Heights","Ballard",47.67728572,-122.3746312,"Apartment","Private room",2,1,1,1,"Real Bed",65,200,50,2,10,1,30,60,90,365,9,100,10,10,10,10,9,9,"f","moderate","f","f",1,1.32,43,201,77,69,33,15,82,11,520
"within an hour",100,"t",1,1,"Whittier Heights","Ballard",47.67909007,-122.3696747,"House","Entire home/apt",4,1,1,2,"Real Bed",115,150,50,2,10,2,0,0,0,93,82,99,10,10,10,10,10,10,"f","moderate","f","f",1,3.78,39,161,159,58,165,92,189,20,863
"within a few hours",94,"t",1,1,"Whittier Heights","Ballard",47.67941169,-122.3705396,"House","Entire home/apt",4,1,1,2,"Real Bed",75,0,15,2,15,1,9,29,45,308,404,98,10,10,10,10,10,10,"f","flexible","f","f",1,5.82,0,176,176,0,0,0,45,16,397
"within an hour",100,"t",2,2,"Meadowbrook","Lake City",47.70920229,-122.2979011,"House","Private room",2,1,1,1,"Real Bed",47,0,0,1,10,1,26,56,86,361,34,96,10,10,10,10,10,9,"f","moderate","f","f",2,3.09,43,176,175,33,17,32,81,16,557
"N/A",94.8888888888889,"t",1,1,"Meadowbrook","Lake City",47.69890572,-122.2922202,"House","Entire home/apt",2,1,1,1,"Real Bed",80,0,0,1,0,2,30,60,90,365,47,96,10,10,10,10,9,10,"f","moderate","f","f",1,2.22,38,161,78,33,20,162,93,9,585
"within an hour",100,"t",2,2,"Meadowbrook","Lake City",47.70935147,-122.2979749,"House","Private room",1,1,1,1,"Real Bed",60,0,0,1,15,1,14,30,45,320,4,90,10,10,10,10,9,10,"f","flexible","f","f",2,0.47,39,176,176,33,17,25,81,15,547
"within an hour",100,"t",1,1,"Meadowbrook","Lake City",47.71125213,-122.2940394,"House","Private room",2,1,1,1,"Real Bed",55,0,0,1,10,1,15,39,69,344,26,98,10,10,10,10,9,10,"t","flexible","f","f",1,3.31,39,168,54,7,0,46,160,14,474
"within a few hours",100,"t",1,1,"Meadowbrook","Lake City",47.70919879,-122.3000456,"House","Entire home/apt",8,2,4,4,"Real Bed",250,500,100,6,20,2,27,57,87,348,30,97,10,10,10,10,9,9,"f","strict","f","f",1,0.98,6,177,179,154,0,23,55,23,594
"N/A",94.8888888888889,"t",1,1,"Olympic Hills","Lake City",47.72991354,-122.3096305,"House","Entire home/apt",6,2,3,3,"Real Bed",240,500,100,1,0,2,0,0,0,215,10,100,10,10,10,10,9,10,"f","moderate","f","f",1,1.53,46,116,70,0,0,0,56,13,288
"within an hour",100,"t",1,1,"Roosevelt","Other neighborhoods",47.67736819,-122.3148729,"House","Entire home/apt",4,1,1,1,"Real Bed",80,0,35,2,10,1,28,48,78,351,41,97,10,10,10,10,10,10,"f","moderate","f","f",1,3.88,41,173,37,63,59,10,16,17,399
"within an hour",100,"t",1,1,"Roosevelt","Other neighborhoods",47.68039039,-122.3186756,"House","Entire home/apt",2,1,0,1,"Real Bed",105,150,0,2,20,3,12,12,17,77,23,100,10,10,10,10,10,10,"f","moderate","f","f",1,2.4,40,176,109,72,50,21,47,18,515
"within an hour",100,"t",2,2,"Roosevelt","Other neighborhoods",47.68308055,-122.3153625,"Townhouse","Private room",1,1.5,1,1,"Real Bed",40,100,15,1,0,2,0,26,55,55,1,80,10,10,10,10,6,10,"f","strict","f","f",2,0.26,44,182,33,32,37,54,48,11,430
"within an hour",100,"t",1,1,"Roosevelt","Other neighborhoods",47.67454019,-122.3156923,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",109,0,0,1,0,1,2,24,54,107,18,100,10,10,10,10,10,9,"t","moderate","f","f",1,4,29,178,0,141,124,67,0,21,539
"within an hour",100,"t",2,2,"Roosevelt","Other neighborhoods",47.68527202,-122.3175512,"Townhouse","Shared room",1,1.5,1,1,"Airbed",33,100,15,1,0,2,29,55,84,84,18,99,10,10,10,10,10,10,"f","strict","f","f",2,1.71,37,175,14,32,37,54,48,8,397
"within an hour",100,"t",1,1,"Roosevelt","Other neighborhoods",47.67489523,-122.3137998,"Apartment","Entire home/apt",4,1,1,1,"Real Bed",129,0,0,1,0,2,0,0,0,89,16,99,10,10,10,10,10,9,"f","moderate","f","f",1,1.45,39,176,81,21,0,47,44,19,408
"within a day",100,"t",2,2,"Lower Queen Anne","Queen Anne",47.62490007,-122.3521009,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",125,200,35,2,20,2,0,0,0,2,29,97,10,10,10,10,10,10,"f","strict","f","f",2,1.88,41,168,165,40,193,45,315,5,967
"within an hour",100,"t",1,1,"Lower Queen Anne","Queen Anne",47.62250274,-122.3558351,"Apartment","Entire home/apt",4,2,2,2,"Real Bed",175,0,35,3,0,2,16,46,76,340,54,96,10,9,10,10,10,10,"t","moderate","f","f",1,5.59,50,188,61,32,0,30,0,17,361
"within a few hours",100,"t",1,1,"Lower Queen Anne","Queen Anne",47.62616732,-122.3589105,"Apartment","Entire home/apt",4,1,1,1,"Real Bed",120,100,0,2,25,1,0,0,0,156,15,96,10,10,10,10,10,10,"f","moderate","f","f",1,2.66,38,172,56,0,177,78,25,8,546
"within an hour",100,"t",3,3,"Lower Queen Anne","Queen Anne",47.62081774,-122.3563353,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",95,300,45,2,20,2,18,48,78,332,219,97,10,10,10,10,10,10,"t","moderate","f","f",3,5.1,0,174,174,175,0,75,245,13,843
"within an hour",100,"t",3,3,"Lower Queen Anne","Queen Anne",47.62823772,-122.3598292,"Camper/RV","Entire home/apt",2,1,1,2,"Real Bed",145,0,25,2,15,2,0,2,30,305,100,98,10,10,10,10,10,9,"f","moderate","f","t",3,3.69,0,173,173,0,0,0,17,12,363
"within a few hours",100,"t",2,2,"Lower Queen Anne","Queen Anne",47.629268,-122.3591284,"Townhouse","Entire home/apt",5,2.5,2,2,"Real Bed",498,750,200,4,71,2,26,56,86,360,12,98,10,10,10,10,10,10,"f","strict","f","f",1,2.08,40,158,70,26,59,26,5,15,384
"within an hour",100,"t",3,3,"Lower Queen Anne","Queen Anne",47.62128145,-122.3567522,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",95,300,45,2,25,2,11,26,37,283,135,96,10,10,10,10,10,10,"t","moderate","f","f",3,4.15,18,176,176,166,0,75,245,14,856
"within a few hours",100,"t",1,1,"Lower Queen Anne","Queen Anne",47.62715149,-122.3574634,"House","Entire home/apt",5,1,2,2,"Real Bed",165,200,75,4,0,2,2,32,62,327,27,99,10,10,10,10,10,10,"f","moderate","f","f",1,2.69,42,165,99,72,14,103,65,19,560
"within an hour",100,"t",3,3,"Lower Queen Anne","Queen Anne",47.62464949,-122.3645305,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",85,500,95,1,0,2,19,23,23,195,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","moderate","f","f",1,0,43,172,73,33,92,0,0,14,413
"within an hour",100,"t",3,3,"Lower Queen Anne","Queen Anne",47.62060975,-122.3562661,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",95,200,45,2,25,2,30,60,76,296,180,96,10,10,10,10,10,10,"t","moderate","f","f",3,6.12,31,183,180,175,0,75,245,13,889
"within a day",100,"t",2,2,"Lower Queen Anne","Queen Anne",47.62504707,-122.3522314,"Apartment","Shared room",1,1,1,1,"Couch",38,0,0,1,0,2,0,0,0,2,4,100,10,10,10,10,10,10,"f","flexible","f","f",2,0.98,66,184,190,40,194,0,315,7,989
"within an hour",100,"t",1,1,"Lower Queen Anne","Queen Anne",47.63132662,-122.3616369,"House","Private room",2,1,1,1,"Real Bed",72,0,25,1,0,1,23,52,79,354,30,97,10,10,10,10,10,10,"f","flexible","f","f",1,2.84,32,172,32,75,0,18,53,9,382
"within an hour",100,"t",3,3,"Lower Queen Anne","Queen Anne",47.62767352,-122.3586108,"House","Private room",2,1,1,1,"Real Bed",225,100,25,2,0,2,30,60,90,365,120,99,10,10,10,10,10,10,"f","strict","f","t",3,2.22,0,132,132,0,0,0,17,13,281
"within an hour",100,"t",3,3,"Lower Queen Anne","Queen Anne",47.6264047,-122.3583802,"Apartment","Entire home/apt",4,1,1,3,"Real Bed",195,0,25,4,45,2,28,58,88,358,164,98,10,10,10,10,10,10,"f","moderate","f","t",3,3.88,0,184,184,0,0,0,17,18,385
"within a few hours",100,"t",1,1,"Lower Queen Anne","Queen Anne",47.62749449,-122.3504307,"House","Entire home/apt",2,1,1,1,"Real Bed",220,500,75,2,100,2,0,0,0,275,10,100,10,10,10,10,10,10,"f","strict","f","f",1,1.9,38,174,129,126,0,46,0,13,513
"within a few hours",90,"t",1,1,"Lower Queen Anne","Queen Anne",47.62107188,-122.3531244,"Apartment","Entire home/apt",3,1,0,2,"Futon",90,500,50,1,20,1,30,60,90,179,37,97,10,10,10,10,10,10,"f","strict","f","f",1,2.13,44,192,18,28,59,18,75,8,434
"within a few hours",100,"t",1,1,"Lower Queen Anne","Queen Anne",47.62680717,-122.3481139,"Apartment","Private room",2,1,1,1,"Real Bed",76,0,6,2,48,2,19,46,69,332,28,98,10,10,10,10,10,9,"f","flexible","f","f",1,5.96,17,137,0,55,76,0,32,10,317
"within a day",80,"t",1,1,"North Beach/Blue Ridge","Other neighborhoods",47.70432151,-122.3817919,"House","Entire home/apt",6,1.5,3,3,"Real Bed",240,500,175,4,25,3,3,3,5,94,8,100,10,9,10,10,10,10,"f","strict","f","f",1,1.31,50,169,68,21,0,26,13,18,347
"within a few hours",100,"t",1,1,"Cedar Park","Lake City",47.71796192,-122.2911407,"House","Entire home/apt",2,1,1,1,"Real Bed",89,0,35,2,15,2,30,60,83,358,80,95,10,10,10,10,9,10,"f","moderate","f","f",1,1.87,83,164,167,41,0,2,64,8,521
"within an hour",100,"t",1,1,"Bitter Lake","Other neighborhoods",47.72345667,-122.3500068,"Apartment","Entire home/apt",5,1,1,1,"Real Bed",60,500,40,2,20,1,19,38,68,343,21,98,10,10,10,10,10,10,"t","strict","f","f",1,3.44,37,168,177,59,29,49,79,19,598
"within a few hours",100,"t",2,2,"Sunset Hill","Ballard",47.68619749,-122.3995213,"Bed & Breakfast","Private room",2,1,1,1,"Real Bed",77,0,0,1,6,1,0,0,11,286,13,95,10,9,10,10,10,10,"f","strict","f","f",2,0.49,38,189,50,91,142,28,97,4,635
"within a few hours",100,"t",1,1,"Sunset Hill","Ballard",47.66992138,-122.4014638,"House","Private room",2,1.5,1,1,"Real Bed",55,0,0,2,10,2,28,55,85,360,277,97,10,10,10,10,10,10,"f","moderate","t","t",1,5.13,42,165,167,18,0,30,40,12,462
"within a few hours",100,"t",2,2,"Sunset Hill","Ballard",47.68695739,-122.4003182,"Bed & Breakfast","Private room",3,1,1,2,"Real Bed",92,0,0,1,6,1,0,0,11,286,28,100,10,10,10,10,10,10,"f","strict","f","f",2,1.09,41,181,98,70,148,28,97,4,663
"within a few hours",100,"t",1,1,"Haller Lake","Northgate",47.73264718,-122.341301,"House","Entire home/apt",4,1,2,2,"Real Bed",119,250,30,4,10,2,21,21,27,286,23,99,10,10,10,10,9,10,"t","moderate","f","f",1,0.75,44,174,175,0,9,0,29,15,431
"within an hour",100,"t",1,1,"Haller Lake","Northgate",47.70826466,-122.3382989,"House","Entire home/apt",4,1.5,2,2,"Real Bed",125,200,0,4,25,2,0,28,57,57,16,98,10,10,10,10,10,10,"t","flexible","f","f",1,2.93,63,175,30,18,18,44,56,17,404
"within an hour",100,"t",1,1,"Haller Lake","Northgate",47.72741971,-122.3276389,"Apartment","Entire home/apt",4,1,1,1,"Real Bed",125,100,25,2,40,2,28,58,88,363,71,99,10,10,10,10,9,10,"f","moderate","f","t",1,1.55,42,163,168,43,15,24,25,23,480
"within an hour",100,"t",1,1,"Haller Lake","Northgate",47.71488519,-122.3329636,"Cabin","Entire home/apt",2,1,1,1,"Real Bed",100,0,0,1,0,2,0,0,0,37,159,97,10,10,10,10,10,10,"f","flexible","t","t",1,2.88,49,178,182,0,0,0,16,5,425
